Dateiname,Foliierung,Zweitfoliierung,Ort,place supplied,Datum,date supplied,weranwen,Briefnummer,Struktur,Dokumenttyp,Quellenkritische Anmerkungen,Bemerkung,folder,width,height,Fehler/Anmerkungen,Kontrolle Vollständigkeit,
Kasten_blau_44_8_0548.jpg,311 r,,,,,,,,,,,,Kasten_blau_44_8_0546,1754,2781,,,
Kasten_blau_44_8_0549.jpg,311 v,,,,,,,,,,,,Kasten_blau_44_8_0546,1754,2781,,,
Kasten_blau_44_8_0550.jpg,312 r,,,,,,,,,,,,Kasten_blau_44_8_0546,1754,2781,,,
Kasten_blau_44_8_0551.jpg,312 v,,,,,,,,,,,,Kasten_blau_44_8_0546,1754,2781,,,
Kasten_blau_44_8_0552.jpg,313 r,,Bensberg,,1705.10.24,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,2. Brief mit diesem Datum (ist neuer Brief) Konzept mit Unterschrift,Kasten_blau_44_8_0552,1754,2781,,,
Kasten_blau_44_8_0553.jpg,313 v,,,,,,,,,,,,Kasten_blau_44_8_0552,1754,2781,,,
Kasten_blau_44_8_0554.jpg,314 r,,,,,,,,,,,,Kasten_blau_44_8_0552,1754,2781,,,
Kasten_blau_44_8_0555.jpg,315 r,,Bensberg,,1705.10.31,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_8_0555,1754,2781,,,
Kasten_blau_44_8_0556.jpg,315 v,,,,,,,,,,,,Kasten_blau_44_8_0555,1754,2781,,,
Kasten_blau_44_8_0557.jpg,316 r,,,,,,,,,,,,Kasten_blau_44_8_0555,1754,2781,,,
Kasten_blau_44_8_0558.jpg,316 v,,,,,,,,,,,,Kasten_blau_44_8_0555,1754,2781,,,
Kasten_blau_44_8_0559.jpg,317 r,,,,,,,,,,,,Kasten_blau_44_8_0555,1754,2781,,,
Kasten_blau_44_8_0560.jpg,317 v,,,,,,,,,,,,Kasten_blau_44_8_0555,1754,2781,,,
Kasten_blau_44_8_0561.jpg,318 r,,Bensberg,,1705.11.14,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_8_0561,1772,2658,,,
Kasten_blau_44_8_0562.jpg,318 v,,,,,,,,,,,,Kasten_blau_44_8_0561,1774,2660,,,
Kasten_blau_44_8_0563.jpg,319 r,,,,,,,,,,,,Kasten_blau_44_8_0561,1774,2660,,,
Kasten_blau_44_8_0564.jpg,319 v,,,,,,,,,,,,Kasten_blau_44_8_0561,1774,2660,,,
Kasten_blau_44_9_0001.jpg,(Tinte),(Bleistift),,,,,,,Deckblatt,,,"""Bay. Geh. Staatsarchiv München K.bl.44/9 a ? B der verw. Kaiserin Eleonore mit ihrem Bruder, Kfst. Johann Wilhelm v.d.Pfalz. 1707-1708""",,1854,2805,,,
Kasten_blau_44_9_0002.jpg,,1 r,,,,,,,Deckblatt,,,"älter, auch K.blau 44/9, lt. diesem Briefe von 1706-1707, 1708 (wohl, weil noch ein Brief von Eleonora Magdalena von Pfalz-Neuburg vom Dez. 1706 enthalten ist, der in einem von JW gesteckt haben dürfte)",,1740,2732,,,
Kasten_blau_44_9_0003.jpg,,2 r,,,,,,,Deckblatt,,,entspricht dem ersten,,1880,2795,,,
Kasten_blau_44_9_0004.jpg,1 r,3 r,Düsseldorf,,1707.01.07,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_9_0004,1670,2659,,,
Kasten_blau_44_9_0005.jpg,1 v,3 v,,,,,,,,,,,Kasten_blau_44_9_0004,1682,2607,,,
Kasten_blau_44_9_0006.jpg,2 r,4 r,,,,,,,,,,,Kasten_blau_44_9_0004,1650,2643,,,
Kasten_blau_44_9_0007.jpg,2 v,4 v,,,,,,,,,,,Kasten_blau_44_9_0004,1682,2607,,,
Kasten_blau_44_9_0008.jpg,3 r,5 r,,,,,,,,,,,Kasten_blau_44_9_0004,1724,2619,,,
Kasten_blau_44_9_0009.jpg,3 v,5 v,,,,,,,,,,,Kasten_blau_44_9_0004,1682,2626,,,
Kasten_blau_44_9_0010.jpg,5 r,6 r,,,,,,,,,,,Kasten_blau_44_9_0004,1682,2626,,,
Kasten_blau_44_9_0011.jpg,5 v,6 v,,,,,,,,,,,Kasten_blau_44_9_0004,1682,2626,,,
Kasten_blau_44_9_0012.jpg,4 r,7 r,Wien,,1706.12.18,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,"Foliierung: offenbar zwischen der Tinten- und der Bleistiftfoliierung dieser Brief aus dem vorigen herausgenommen worden, wo er wohl wie häufig in 45_7 seit der Beantwortung gesteckt haben dürfte.",Kasten_blau_44_9_0012,1702,2507,,,
Kasten_blau_44_9_0013.jpg,4 v,7 v,,,,,,,,,,,Kasten_blau_44_9_0012,1702,2508,,,
Kasten_blau_44_9_0014.jpg,6 r,8 r,o.O.,Wien,o.D.,Juni 1707,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,"Brief ist undatiert, aber Tintenvermerk ""Iaarij 1707"", nach Vermerk auf Rückseite vor 09.07.1707",Kasten_blau_44_9_0014,1702,2508,,,
Kasten_blau_44_9_0015.jpg,6 v,8 v,,,,,,,Leerseite,,,"außer: ""dt 9ten Julij beantworthet""",,1702,2508,,anfügern an 014 JA,
Kasten_blau_44_9_0016.jpg,,9 r,,,,,,,Adresse,,,an JW,Kasten_blau_44_9_0014,2305,1650,,,
Kasten_blau_44_9_0017.jpg,7 r,10 r,o.O.,,1707.02.04,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept,Kasten_blau_44_9_0017,1702,2614,,,
Kasten_blau_44_9_0018.jpg,7 v,10 v,,,,,,,,,,,Kasten_blau_44_9_0017,1730,2639,,,
Kasten_blau_44_9_0019.jpg,8 r,11 r,Wien,,1707.02.22,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_9_0019,1658,2477,,zur Wiedevorlage für Frau Keller,
Kasten_blau_44_9_0020.jpg,8 v,11 v,,,,,,,,,,,Kasten_blau_44_9_0019,1656,2475,,,
Kasten_blau_44_9_0021.jpg,,12 r,,,,,,,Adresse,,,an JW,Kasten_blau_44_9_0019,1656,2475,,,
Kasten_blau_44_9_0022.jpg,9 r,13 r,Düsseldorf,,1707.02.04,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_9_0022,1686,2627,,,
Kasten_blau_44_9_0023.jpg,9 v,13 v,,,,,,,,,,,Kasten_blau_44_9_0022,1686,2627,,,
Kasten_blau_44_9_0024.jpg,10 r,14 r,,,,,,,,,,,Kasten_blau_44_9_0022,1686,2627,,,
Kasten_blau_44_9_0025.jpg,10 v,14 v,,,,,,,,,,,Kasten_blau_44_9_0022,1686,2627,,,
Kasten_blau_44_9_0026.jpg,11 r,15 r,Düsseldorf,,1707.02.04,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,"Konzept mit Unterschrift; 2. Brief mit diesem Datum, nicht identisch",Kasten_blau_44_9_0026,1686,2627,,,
Kasten_blau_44_9_0027.jpg,11 v,15 v,,,,,,,,,,,Kasten_blau_44_9_0026,1686,2627,,,
Kasten_blau_44_9_0028.jpg,12 r,16 r,,,,,,,,,,,Kasten_blau_44_9_0026,1686,2627,,,
Kasten_blau_44_9_0029.jpg,12 v,16 v,,,,,,,,,,,Kasten_blau_44_9_0026,1702,2652,,,
Kasten_blau_44_9_0030.jpg,13 r,17 r,,,,,,,,,,,Kasten_blau_44_9_0026,1686,2627,,,
Kasten_blau_44_9_0031.jpg,13 v,17 v,,,,,,,,,,,Kasten_blau_44_9_0026,1686,2628,,,
Kasten_blau_44_9_0032.jpg,16 r,18 r,,,,,,,,,,,Kasten_blau_44_9_0026,1686,2628,,,
Kasten_blau_44_9_0033.jpg,14 r,19 r,Wien,,1707.01.18,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,Brief war offenbar zur Beantwortung in Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg 04.02.1707 eingeschlossen,Kasten_blau_44_9_0033,1664,2518,,,
Kasten_blau_44_9_0034.jpg,14 v,19 v,,,,,,,,,,,Kasten_blau_44_9_0033,1664,2518,,,
Kasten_blau_44_9_0035.jpg,15 r,20 r,,,,,,,,,,,Kasten_blau_44_9_0033,1664,2518,,,
Kasten_blau_44_9_0036.jpg,15 v,20 v,,,,,,,,,,,Kasten_blau_44_9_0033,1664,2518,,,
Kasten_blau_44_9_0037.jpg,17 r,21 r,Düsseldorf,,1707.03.16,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift. Datum 16. korrigiert aus 13. oder 11.,Kasten_blau_44_9_0037,1664,2636,,,
Kasten_blau_44_9_0038.jpg,17 v,21 v,,,,,,,,,,,Kasten_blau_44_9_0037,1664,2636,,,
Kasten_blau_44_9_0039.jpg,22 r,22 r,,,,,,,,,,,Kasten_blau_44_9_0037,1664,2636,,,
Kasten_blau_44_9_0040.jpg,22 v,22 v,,,,,,,,,,,Kasten_blau_44_9_0037,1664,2636,,,
Kasten_blau_44_9_0041.jpg,18 r,23 r,Wien,,1707.02.16,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,Datum ist eindeutig: warum erst Wochen später beantwortet (falls das tatsächlich aus der Foliierung hervorgeht)?,Kasten_blau_44_9_0041,1664,2537,,,
Kasten_blau_44_9_0042.jpg,18 v,23 v,,,,,,,,,,,Kasten_blau_44_9_0041,1664,2537,,,
Kasten_blau_44_9_0043.jpg,19 r,24 r,,,,,,,,,,,Kasten_blau_44_9_0041,1664,2537,,,
Kasten_blau_44_9_0044.jpg,20 r,25 r,Wien,,1707.02.09,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,detto,Kasten_blau_44_9_0044,1664,2537,,,
Kasten_blau_44_9_0045.jpg,20 v,25 v,,,,,,,,,,,Kasten_blau_44_9_0044,1664,2537,,,
Kasten_blau_44_9_0046.jpg,21 r,26 r,,,,,,,,,,,Kasten_blau_44_9_0044,1664,2537,,,
Kasten_blau_44_9_0047.jpg,23 r,27 r,Düsseldorf,,1707.03.27,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_9_0047,1702,2720,,,
Kasten_blau_44_9_0048.jpg,23 v,27 v,,,,,,,,,,,Kasten_blau_44_9_0047,1702,2719,,,
Kasten_blau_44_9_0049.jpg,24 r,28 r,,,,,,,,,,,Kasten_blau_44_9_0047,1702,2719,,,
Kasten_blau_44_9_0050.jpg,25 r,29 r,Wien,,1707.04.12,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_9_0050,1674,2519,,,
Kasten_blau_44_9_0051.jpg,26 r,30 r,Düsseldorf,,1707.04.20,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_9_0051,1770,2692,,,
Kasten_blau_44_9_0052.jpg,26 v,30 v,,,,,,,,,,,Kasten_blau_44_9_0051,1770,2691,,,
Kasten_blau_44_9_0053.jpg,27 r,31 r,,,,,,,,,,,Kasten_blau_44_9_0051,1770,2691,,,
Kasten_blau_44_9_0054.jpg,27 v,31 v,,,,,,,,,,,Kasten_blau_44_9_0051,1770,2691,,,
Kasten_blau_44_9_0055.jpg,28 r,32 r,Düsseldorf,,1707.04.07,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_9_0055,1770,2691,,,
Kasten_blau_44_9_0056.jpg,28 v,32 v,,,,,,,,,,,Kasten_blau_44_9_0055,1770,2691,,,
Kasten_blau_44_9_0057.jpg,29 r,33 r,,,,,,,,,,,Kasten_blau_44_9_0055,1770,2691,,,
Kasten_blau_44_9_0058.jpg,29 v,33 v,,,,,,,,,,,Kasten_blau_44_9_0055,1770,2691,,,
Kasten_blau_44_9_0059.jpg,31 r,34 r,,,,,,,,,,,Kasten_blau_44_9_0055,1770,2691,,,
Kasten_blau_44_9_0060.jpg,31 v,34 v,,,,,,,,,,,Kasten_blau_44_9_0055,1770,2691,,,
Kasten_blau_44_9_0061.jpg,30 r,36 r,,,,,,,,,,,Kasten_blau_44_9_0055,1770,2691,,,
Kasten_blau_44_9_0062.jpg,32 r,36 r,,,,,,,,,,,Kasten_blau_44_9_0055,1734,2690,,,
Kasten_blau_44_9_0063.jpg,32 v,36 v,,,,,,,,,,,Kasten_blau_44_9_0055,1770,2691,,,
Kasten_blau_44_9_0064.jpg,33 r,37 r,,,,,,,,,,,Kasten_blau_44_9_0055,1734,2690,,,
Kasten_blau_44_9_0065.jpg,33 v,37 v,,,,,,,,,,,Kasten_blau_44_9_0055,1728,2676,,,
Kasten_blau_44_9_0066.jpg,34 r,38 r,Wien,,1707.03.23,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_9_0066,1664,2547,,,
Kasten_blau_44_9_0067.jpg,34 v,38 v,,,,,,,,,,,Kasten_blau_44_9_0066,1664,2546,,,
Kasten_blau_44_9_0068.jpg,35 r,39 r,,,,,,,,,,,Kasten_blau_44_9_0066,1664,2546,,,
Kasten_blau_44_9_0069.jpg,35 v,39 v,,,,,,,,,,,Kasten_blau_44_9_0066,1664,2546,,,
Kasten_blau_44_9_0070.jpg,,40 r,Rom,,1707.02.12,,Kardinal Vincenzio Grimani an Eleonora Magdalena von Pfalz-Neuburg,,Drittbrief,Beilage,italienisch; Abschrift; Schreiber; Brief,"Abschrift ""Copia"", italienisch. Rom Kardinal Vincenzo Grimani (1655-1710), war von 1708 bis zu seinem Tod habsburgischer Vizekönig von Neapel, vertrat kais. Interessen in Rom http://webdept.fiu.edu/~mirandas/bios1697.htm#Grimani",Kasten_blau_44_9_0066,1690,2547,,,
Kasten_blau_44_9_0071.jpg,36 r,41 r,Düsseldorf,,1707.05.07,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept,Kasten_blau_44_9_0071,1690,2644,,,
Kasten_blau_44_9_0072.jpg,36 v,41 v,,,,,,,,,,,Kasten_blau_44_9_0071,1690,2645,,,
Kasten_blau_44_9_0073.jpg,37 r,42 r,,,,,,,,,,,Kasten_blau_44_9_0071,1690,2645,,,
Kasten_blau_44_9_0074.jpg,37 v,42 v,,,,,,,,,,,Kasten_blau_44_9_0071,1690,2645,,,
Kasten_blau_44_9_0075.jpg,38 r,43 r,,,,,,,,,,,Kasten_blau_44_9_0071,1690,2645,,,
Kasten_blau_44_9_0076.jpg,38 v,43 v,,,,,,,,,,,Kasten_blau_44_9_0071,1690,2645,,,
Kasten_blau_44_9_0083.jpg,42 r,48 r,,,,,,,Fortsetzung,,,weiter Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg 07.05.1707; neuerlich datiert und unterschrieben,Kasten_blau_44_9_0071,1686,2640,,,
Kasten_blau_44_9_0084.jpg,42 v,48 v,,,,,,,,,,,Kasten_blau_44_9_0071,1686,2640,,,
Kasten_blau_44_9_0085.jpg,43 r,49 r,,,,,,,,,,,Kasten_blau_44_9_0071,1686,2640,,,
Kasten_blau_44_9_0077.jpg,39 r,44 r,Wien,,1707.04.26,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,eingelegt in Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg 07.05.1707,Kasten_blau_44_9_0077,1666,2543,,,
Kasten_blau_44_9_0078.jpg,39 v,44 v,,,,,,,,,,,Kasten_blau_44_9_0077,1674,2561,,,
Kasten_blau_44_9_0079.jpg,40 r,45 r,,,,,,,,,,,Kasten_blau_44_9_0077,1674,2545,,,
Kasten_blau_44_9_0080.jpg,40 v,45 v,,,,,,,,,,,Kasten_blau_44_9_0077,1654,2508,,,
Kasten_blau_44_9_0081.jpg,41 r,46 r,Wien,,1707.04.13,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,eingelegt in Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg 07.05.1707,Kasten_blau_44_9_0081,1674,2545,,,
Kasten_blau_44_9_0082.jpg,,47 r,,,,,,,Adresse,,,an JW,Kasten_blau_44_9_0081,1622,2508,,,
Kasten_blau_44_9_0086.jpg,44 r,50 r,Düsseldorf,,1707.07.22,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_9_0086,1686,2640,,,
Kasten_blau_44_9_0087.jpg,44 v,50 v,,,,,,,,,,,Kasten_blau_44_9_0086,1686,2640,,,
Kasten_blau_44_9_0088.jpg,46 r,51 r,,,,,,,,,,,Kasten_blau_44_9_0086,1686,2640,,,
Kasten_blau_44_9_0089.jpg,45 r,,,,,,,,,,,,Kasten_blau_44_9_0086,1770,2747,,,
Kasten_blau_44_9_0090.jpg,47 r,53 r,Düsseldorf,,1707.07.31,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_9_0090,1698,2659,,,
Kasten_blau_44_9_0091.jpg,47 v,53 v,,,,,,,,,,,Kasten_blau_44_9_0090,1698,2659,,,
Kasten_blau_44_9_0092.jpg,48 r,54 r,Wien,,1707.07.01,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_9_0092,1686,2534,,,
Kasten_blau_44_9_0093.jpg,48 v,54 v,,,,,,,,,,,Kasten_blau_44_9_0092,1700,2522,,,
Kasten_blau_44_9_0094.jpg,49 r,55 r,,,,,,,,,,,Kasten_blau_44_9_0092,1338,1666,,,
Kasten_blau_44_9_0095.jpg,49 v,55 v,,,,,,,,,,,Kasten_blau_44_9_0092,1338,1666,,,
Kasten_blau_44_9_0096.jpg,50 r,56 r,Düsseldorf,,1707.09.27,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_9_0096,1658,2637,,,
Kasten_blau_44_9_0097.jpg,50 v,56 v,,,,,,,,,,,Kasten_blau_44_9_0096,1658,2637,,,
Kasten_blau_44_9_0098.jpg,51 r,57 r,Wien,,1707.09.17,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_9_0098,1670,2521,,,
Kasten_blau_44_9_0099.jpg,51 v,57 v,,,,,,,,,,,Kasten_blau_44_9_0098,1700,2522,,,
Kasten_blau_44_9_0100.jpg,52 r,58 r,,,,,,,,,,,Kasten_blau_44_9_0098,1670,2521,,,
Kasten_blau_44_9_0101.jpg,,,,,,,,,Adresse,,,an JW,Kasten_blau_44_9_0098,1618,2369,,,
Kasten_blau_44_9_0102.jpg,53 r,60 r,Düsseldorf,,1707.09.29,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_9_0102,1676,2576,,,
Kasten_blau_44_9_0103.jpg,53 v,60 v,,,,,,,,,,,Kasten_blau_44_9_0102,1676,2575,,,
Kasten_blau_44_9_0104.jpg,54 r,61 r,,,,,,,,,,,Kasten_blau_44_9_0102,1676,2575,,,
Kasten_blau_44_9_0105.jpg,54 v,61 v,,,,,,,,,,,Kasten_blau_44_9_0102,1676,2575,,,
Kasten_blau_44_9_0106.jpg,55 r,62 r,Bensberg,,1707.10.29,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Abschrift; Schreiber,"Abschrift ""Copia aygenhändigen Schreinds von Ihro Curft.Dhl zu Pfalz ahn Ihre May. Die verwittibte Kayserin de dato Bensberg d 29 8bris 1707""",Kasten_blau_44_9_0106,1844,2750,,,
Kasten_blau_44_9_0107.jpg,55 v,62 v,,,,,,,,,,,Kasten_blau_44_9_0106,1844,2750,,,
Kasten_blau_44_9_0108.jpg,56 r,63 r,,,,,,,,,,,Kasten_blau_44_9_0106,1844,2750,,,
Kasten_blau_44_9_0109.jpg,56 v,63 v,,,,,,,,,,,Kasten_blau_44_9_0106,1844,2750,,,
Kasten_blau_44_9_0110.jpg,60 r,64 r,,,,,,,,,,,Kasten_blau_44_9_0106,1844,2750,,,
Kasten_blau_44_9_0111.jpg,60 v,64 v,,,,,,,,,,,Kasten_blau_44_9_0106,1844,2750,,,
Kasten_blau_44_9_0112.jpg,61 r,65 r,,,,,,,,,,,Kasten_blau_44_9_0106,1844,2750,,,
Kasten_blau_44_9_0113.jpg,61 v,65 v,,,,,,,,,,,Kasten_blau_44_9_0106,1844,2750,,,
Kasten_blau_44_9_0114.jpg,57 r,66 r,Bensberg,,1707.10.29,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_9_0114,1672,2539,,,
Kasten_blau_44_9_0115.jpg,57 v,66 v,,,,,,,,,,,Kasten_blau_44_9_0114,1674,2541,,,
Kasten_blau_44_9_0116.jpg,58 r,67 r,,,,,,,,,,,Kasten_blau_44_9_0114,1674,2541,,,
Kasten_blau_44_9_0117.jpg,58 v,67 v,,,,,,,,,,,Kasten_blau_44_9_0114,1674,2541,,,
Kasten_blau_44_9_0118.jpg,59 r,68 r,Wien,,1707.10.04,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_9_0118,1674,2541,,,
Kasten_blau_44_9_0119.jpg,59 v,68 v,,,,,,,Adresse,,,an JW,Kasten_blau_44_9_0118,1674,2541,,,
Kasten_blau_44_9_0120.jpg,64 r,70 r,Wien,,1707.10.22,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_9_0120,1674,2541,,,
Kasten_blau_44_9_0121.jpg,64 v,70 v,,,,,,,,,,,Kasten_blau_44_9_0120,1674,2541,,,
Kasten_blau_44_9_0122.jpg,,71 r,,,,,,,Adresse,,,an JW,Kasten_blau_44_9_0120,1674,2541,,,
Kasten_blau_44_9_0123.jpg,68 r,72 r,Wien,,1707.11.05,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_9_0123,1674,2541,,,
Kasten_blau_44_9_0124.jpg,68 v,72 v,,,,,,,,,,,Kasten_blau_44_9_0123,1674,2541,,,
Kasten_blau_44_9_0125.jpg,69 r,73 r,,,,,,,,,,,Kasten_blau_44_9_0123,1674,2541,,,
Kasten_blau_44_9_0126.jpg,69 v,73 v,,,,,,,,,,,Kasten_blau_44_9_0123,1674,2541,,,
Kasten_blau_44_9_0127.jpg,70 r,74 r,,,,,,,,,,,Kasten_blau_44_9_0123,1674,2541,,,
Kasten_blau_44_9_0128.jpg,70 v,74 v,,,,,,,,,,,Kasten_blau_44_9_0123,1674,2541,,,
Kasten_blau_44_9_0129.jpg,,75 r,Bensberg,,1707.11.05,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,"Reinschrift, aber wahrscheinlich trotzdem Konzept, weil mit Unterschrift",Kasten_blau_44_9_0129,1738,2724,,,
Kasten_blau_44_9_0130.jpg,,75 v,,,,,,,,,,,Kasten_blau_44_9_0129,1738,2724,,,
Kasten_blau_44_9_0131.jpg,,76 r,,,,,,,,,,,Kasten_blau_44_9_0129,1738,2724,,,
Kasten_blau_44_9_0132.jpg,62 r,77 r,Bensberg,,1707.11.16,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_9_0132,1738,2724,,,
Kasten_blau_44_9_0133.jpg,62 v,77 v,,,,,,,,,,,Kasten_blau_44_9_0132,1738,2724,,,
Kasten_blau_44_9_0134.jpg,63 r,78 r,,,,,,,,,,,Kasten_blau_44_9_0132,1738,2724,,,
Kasten_blau_44_9_0135.jpg,63 v,78 v,,,,,,,,,,,Kasten_blau_44_9_0132,1738,2724,,,
Kasten_blau_44_9_0136.jpg,65 r,79 r,,,,,,,,,,,Kasten_blau_44_9_0132,1738,2724,,,
Kasten_blau_44_9_0137.jpg,65 v,789 v,,,,,,,,,,,Kasten_blau_44_9_0132,1738,2724,,,
Kasten_blau_44_9_0138.jpg,68 r,80 r,,,,,,,,,,,Kasten_blau_44_9_0132,1738,2724,,,
Kasten_blau_44_9_0139.jpg,68 v,80 v,,,,,,,,,,,Kasten_blau_44_9_0132,1738,2724,,,
Kasten_blau_44_9_0140.jpg,67 r,81 r,Düsseldorf,,1707.12.10,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,"Konzept mit Unterschrift. Datierung: vorne Tintenvermerk ""10 xbris 1707""; das eigentliche Datum könnte man auch als 7bris =September lesen, aber im Vergleich mit früheren Datierungen ist es wohl wirklich eher ein langgezogenes x.",Kasten_blau_44_9_0140,1708,2568,,,
